country,country_name,title,release_date,vote_average,vote_count
CN,China,Super Me,2021-04-09,7.482,113
CN,China,Catman,2021-05-18,7.4,204
CN,China,Cloudy Mountain,2021-09-11,7.261,238
CN,China,The Monkey King: Reborn,2021-04-02,7.196,331
CN,China,I Am What I Am,2021-12-11,7.127,55
CN,China,A Writer's Odyssey,2021-02-12,7.091,324
CN,China,"Hi, Mom",2021-02-12,7.0,150
KR,South Korea,Sweet & Sour,2021-06-04,7.762,225
KR,South Korea,Hard Hit,2021-06-23,7.541,208
KR,South Korea,Mission: Possible,2021-02-17,7.5,180
KR,South Korea,The Cursed: Dead Man's Prey,2021-07-28,7.5,137
KR,South Korea,Wish You,2021-01-15,7.4,87
KR,South Korea,Miracle: Letters to the President,2021-09-15,7.3,64
KR,South Korea,Ghost Mansion,2021-06-30,7.3,220
KR,South Korea,Shark: The Beginning,2021-11-26,7.264,53
KR,South Korea,Midnight,2021-06-30,7.3,271
KR,South Korea,Seobok,2021-04-12,7.2,228
US,United States,Selena Gomez: My Mind & Me,2022-11-04,8.558,474
US,United States,Gabriel's Rapture: Part II,2022-03-24,8.2,86
US,United States,Puss in Boots: The Last Wish,2022-12-07,8.215,8250
US,United States,Top Gun: Maverick,2022-05-21,8.175,9927
US,United States,Purple Hearts,2022-07-29,8.084,2682
US,United States,Guillermo del Toro's Pinocchio,2022-11-09,8.058,3074
US,United States,Gabriel's Rapture: Part III,2022-08-12,7.9,126
US,United States,Thirteen Lives,2022-07-18,7.9,1336
US,United States,Mortal Kombat Legends: Snow Blind,2022-10-09,7.8,210
US,United States,Redeeming Love,2022-01-21,7.833,630
JP,Japan,Teasing Master Takagi-san: The Movie,2022-06-10,8.5,130
JP,Japan,The Quintessential Quintuplets Movie,2022-05-20,8.3,411
JP,Japan,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,2022-12-17,8.0,77
JP,Japan,Love Like the Falling Petals,2022-03-24,8.0,96
JP,Japan,Suzume,2022-11-11,7.918,1496
JP,Japan,Dragon Ball Super: Super Hero,2022-06-11,7.892,2902
JP,Japan,The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022-12-20,7.8,267
JP,Japan,The First Slam Dunk,2022-12-03,7.761,460
JP,Japan,"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,7.7,213
JP,Japan,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2022-10-22,7.7,192
IN,India,Drishyam 2,2022-11-18,7.9,82
IN,India,Sita Ramam,2022-08-05,7.8,79
IN,India,RRR,2022-03-24,7.757,1416
IN,India,Vikram,2022-06-02,7.664,131
IN,India,777 Charlie,2022-06-10,7.6,51
IN,India,K.G.F: Chapter 2,2022-04-14,7.438,169
IN,India,Gangubai Kathiawadi,2022-02-24,7.4,164
IN,India,The Elephant Whisperers,2022-12-07,7.352,125
IN,India,The Kashmir Files,2022-03-11,7.261,69
IN,India,Jana Gana Mana,2022-04-28,7.2,56
GB,United Kingdom,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.228,637
GB,United Kingdom,My Policeman,2022-10-20,7.6,725
GB,United Kingdom,The Eight Mountains,2022-12-21,7.623,754
GB,United Kingdom,Gigi & Nate,2022-09-02,7.61,132
GB,United Kingdom,The Banshees of Inisherin,2022-10-20,7.451,2964
GB,United Kingdom,The Swimmers,2022-11-24,7.429,586
GB,United Kingdom,Ricky Gervais: SuperNature,2022-05-24,7.414,295
GB,United Kingdom,Enola Holmes 2,2022-11-30,7.346,1548
GB,United Kingdom,Mrs. Harris Goes to Paris,2022-07-15,7.3,452
GB,United Kingdom,Downton Abbey: A New Era,2022-04-27,7.21,517
CN,China,New Gods: Yang Jian,2022-08-19,7.5,75
CN,China,Return to Dust,2022-07-08,7.291,187
CN,China,Warriors of Future,2022-08-05,7.05,432
CN,China,Moon Man,2022-07-29,6.9,89
CN,China,The Great Arms Robbery,2022-04-09,6.4,63
CN,China,A Short Story,2022-04-07,6.354,65
CN,China,The Battle at Lake Changjin II: Water Gate Bridge,2022-02-01,6.348,79
CN,China,"Run, Tiger Run!",2022-02-01,5.9,55
CN,China,One Week Friends,2022-06-18,5.9,120
CN,China,The Lake,2022-08-18,5.698,86
KR,South Korea,BTS: Permission to Dance on Stage - LA,2022-09-08,8.9,158
KR,South Korea,20th Century Girl,2022-10-06,8.2,735
KR,South Korea,In Our Prime,2022-03-18,7.991,53
KR,South Korea,The Killer,2022-07-13,7.7,387
KR,South Korea,Remember,2022-10-26,7.5,93
KR,South Korea,Emergency Declaration,2022-08-03,7.5,382
KR,South Korea,2037,2022-06-08,7.4,65
KR,South Korea,The Night Owl,2022-11-23,7.4,53
KR,South Korea,Next Sohee,2022-11-21,7.4,113
KR,South Korea,Decision to Leave,2022-06-29,7.3,1293
US,United States,Kill Shot,2023-08-15,9.093,162
US,United States,¿Quieres ser mi hijo?,2023-09-21,8.559,287
US,United States,Thriller 40,2023-12-02,8.5,77
US,United States,Spider-Man: Across the Spider-Verse,2023-05-31,8.346,7641
US,United States,Simón,2023-04-15,8.3,155
US,United States,Once Upon a Studio,2023-09-24,8.28,393
US,United States,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,8.2,449
US,United States,Oppenheimer,2023-07-19,8.059,10341
US,United States,20 Days in Mariupol,2023-07-14,8.009,221
US,United States,Sound of Freedom,2023-07-03,7.989,2560
JP,Japan,Black Clover: Sword of the Wizard King,2023-06-16,8.181,309
JP,Japan,Monster,2023-06-02,8.0,706
JP,Japan,The Imaginary,2023-12-15,7.9,66
JP,Japan,Blue Giant,2023-02-17,7.811,66
JP,Japan,Perfect Days,2023-11-10,7.8,1503
JP,Japan,Godzilla Minus One,2023-11-03,7.588,2690
JP,Japan,Kingdom III: The Flame of Destiny,2023-07-28,7.5,127
JP,Japan,Rascal Does Not Dream of a Knapsack Kid,2023-12-01,7.5,50
JP,Japan,The Boy and the Heron,2023-07-14,7.433,2215
JP,Japan,Resident Evil: Death Island,2023-06-22,7.331,1027
IN,India,12th Fail,2023-08-11,7.961,166
IN,India,OMG 2,2023-08-11,7.283,53
IN,India,Jaane Jaan,2023-09-21,7.126,95
IN,India,Jawan,2023-09-07,7.111,280
IN,India,Chor Nikal Ke Bhaga,2023-03-24,6.9,127
IN,India,Leo,2023-10-18,6.865,100
IN,India,Salaar: Part 1 - Ceasefire,2023-12-21,6.7,89
IN,India,RDX: Robert Dony Xavier,2023-08-25,6.7,57
IN,India,Jailer,2023-08-10,6.68,89
IN,India,Kho Gaye Hum Kahan,2023-12-26,6.621,58
GB,United Kingdom,One Life,2023-12-21,7.792,814
GB,United Kingdom,Lionel Messi: Destiny,2023-05-27,7.7,60
GB,United Kingdom,Ice Merchants,2023-02-16,7.7,51
GB,United Kingdom,Tetris,2023-03-15,7.673,1470
GB,United Kingdom,Making Squid Game: The Challenge,2023-12-06,7.638,120
GB,United Kingdom,The Deepest Breath,2023-01-21,7.6,159
GB,United Kingdom,WHAM!,2023-06-27,7.4,73
GB,United Kingdom,The Last Kingdom: Seven Kings Must Die,2023-04-14,7.2,722
GB,United Kingdom,The Old Oak,2023-09-29,7.228,345
GB,United Kingdom,Ricky Gervais: Armageddon,2023-12-01,7.212,170
CN,China,Hachiko,2023-03-31,7.879,253
CN,China,Chang'an,2023-07-02,7.6,54
CN,China,Journey to the West,2023-04-01,7.5,63
CN,China,Johnny Keep Walking!,2023-12-29,7.5,78
CN,China,Ride On,2023-04-07,7.312,367
CN,China,The Wandering Earth II,2023-01-22,7.3,627
CN,China,Creation of the Gods I: Kingdom of Storms,2023-07-15,7.089,420
CN,China,No More Bets,2023-08-05,6.96,62
CN,China,Hidden Strike,2023-07-06,6.938,1010
CN,China,Deep Sea,2023-01-22,6.905,121
KR,South Korea,BTS: Yet to Come in Cinemas,2023-02-01,8.3,104
KR,South Korea,Soulmate,2023-03-15,7.8,70
KR,South Korea,12.12: The Day,2023-11-22,7.491,115
KR,South Korea,Unlocked,2023-02-17,7.4,349
KR,South Korea,The Roundup: No Way Out,2023-05-31,7.2,478
KR,South Korea,The Childe,2023-06-21,7.131,168
KR,South Korea,Ballerina,2023-10-05,7.021,573
KR,South Korea,Concrete Utopia,2023-08-09,6.965,254
KR,South Korea,Dream,2023-04-26,6.939,114
KR,South Korea,Kill Boksoon,2023-02-17,6.823,462
US,United States,Succubus,2024-10-06,9.5,157
US,United States,Ghost: Rite Here Rite Now,2024-06-20,8.758,64
US,United States,The Wild Robot,2024-09-12,8.313,5077
US,United States,The Forge,2024-08-22,8.304,280
US,United States,Gaga Chromatica Ball,2024-05-23,8.3,69
US,United States,Ultraman: Rising,2024-06-14,8.2,327
US,United States,Dune: Part Two,2024-02-27,8.1,6751
US,United States,Super/Man: The Christopher Reeve Story,2024-09-21,8.1,154
US,United States,Music by John Williams,2024-11-01,8.1,63
US,United States,Transformers One,2024-09-11,8.073,1282
JP,Japan,Attack on Titan: THE LAST ATTACK,2024-11-08,8.747,81
JP,Japan,Drawing Closer,2024-06-26,8.3,157
JP,Japan,Ultraman: Rising,2024-06-14,8.2,327
JP,Japan,Look Back,2024-06-28,8.019,365
JP,Japan,OVERLORD: The Sacred Kingdom,2024-09-20,7.8,105
JP,Japan,HAIKYU!! The Dumpster Battle,2024-02-16,7.6,185
JP,Japan,Baki Hanma VS Kengan Ashura,2024-06-05,7.5,296
JP,Japan,BLUE LOCK THE MOVIE -EPISODE NAGI-,2024-04-19,7.405,195
JP,Japan,My Oni Girl,2024-05-24,7.3,72
JP,Japan,Monsters 103 Mercies Dragon Damnation,2024-01-21,7.1,122
IN,India,Maharaja,2024-06-14,7.8,149
IN,India,Lost Ladies,2024-03-01,7.76,102
IN,India,Manjummel Boys,2024-02-22,7.667,57
IN,India,Aavesham,2024-04-11,7.4,64
IN,India,Bramayugam,2024-02-15,7.4,50
IN,India,Amaran,2024-10-31,7.4,232
IN,India,Star,2024-05-10,7.3,83
IN,India,Kill,2024-07-03,7.164,382
IN,India,Sector 36,2024-08-18,7.037,67
IN,India,Devara: Part 1,2024-09-26,6.9,195
GB,United Kingdom,The Greatest Night in Pop,2024-01-19,7.893,244
GB,United Kingdom,10 Lives,2024-04-18,7.8,189
GB,United Kingdom,Federer: Twelve Final Days,2024-06-13,7.6,61
GB,United Kingdom,Wallace & Gromit: Vengeance Most Fowl,2024-12-18,7.558,504
GB,United Kingdom,Cunk on Life,2024-12-05,7.338,108
GB,United Kingdom,We Live in Time,2024-10-10,7.317,891
GB,United Kingdom,Bird,2024-11-08,7.3,147
GB,United Kingdom,That Christmas,2024-11-27,7.2,347
GB,United Kingdom,The Hunted,2024-01-18,7.2,78
GB,United Kingdom,The Substance,2024-09-07,7.145,4750
CN,China,Dragonkeeper,2024-04-11,7.653,189
CN,China,Black Dog,2024-06-14,7.301,151
CN,China,The Prosecutor,2024-12-08,7.229,59
CN,China,Anaconda,2024-03-01,7.193,88
CN,China,Pegasus 2,2024-02-10,7.2,62
CN,China,Successor,2024-07-13,6.9,62
CN,China,Panda Plan,2024-10-01,6.894,207
CN,China,Escape from the 21st Century,2024-07-18,6.764,72
CN,China,Yolo,2024-02-10,6.427,82
CN,China,Eye for an Eye 2,2024-07-21,6.349,53
KR,South Korea,Officer Black Belt,2024-09-12,7.757,294
KR,South Korea,Exhuma,2024-02-22,7.557,522
KR,South Korea,My Name Is Loh Kiwan,2024-02-19,7.4,136
KR,South Korea,Escape,2024-07-03,7.2,50
KR,South Korea,Wonderland,2024-06-05,7.121,112
KR,South Korea,Uprising,2024-10-02,7.067,172
KR,South Korea,Project Silence,2024-07-11,7.001,344
KR,South Korea,Bogotá: City of the Lost,2024-12-31,7.0,85
KR,South Korea,Mission: Cross,2024-08-08,6.963,134
KR,South Korea,"I, the Executioner",2024-09-13,6.833,72
US,United States,STRAW,2025-06-05,8.051,557
US,United States,Predator: Killer of Killers,2025-06-05,7.99,550
US,United States,How to Train Your Dragon,2025-06-06,8.03,333
US,United States,Henry Danger: The Movie,2025-01-17,7.818,211
US,United States,Dog Man,2025-01-24,7.773,259
US,United States,The Gorge,2025-02-13,7.711,2706
US,United States,The Life of Chuck,2025-06-05,7.737,59
US,United States,The Unbreakable Boy,2025-02-20,7.63,73
US,United States,Sinners,2025-04-16,7.549,1563
US,United States,Wick Is Pain,2025-05-08,7.4,53
JP,Japan,Demon City,2025-02-26,7.027,244
JP,Japan,Bullet Train Explosion,2025-04-23,6.925,214
IN,India,Jewel Thief - The Heist Begins,2025-04-24,6.81,63
IN,India,Deva,2025-01-31,5.922,51
IN,India,Sikandar,2025-03-29,4.923,52
GB,United Kingdom,My Fault: London,2025-02-12,7.434,407
GB,United Kingdom,28 Years Later,2025-06-18,7.366,108
GB,United Kingdom,Mickey 17,2025-02-28,6.895,2234
GB,United Kingdom,A Working Man,2025-03-26,6.688,1268
GB,United Kingdom,Bridget Jones: Mad About the Boy,2025-02-12,6.549,339
GB,United Kingdom,Cleaner,2025-02-19,6.53,286
GB,United Kingdom,Havoc,2025-04-25,6.46,841
GB,United Kingdom,The Twister: Caught in the Storm,2025-03-18,6.4,70
GB,United Kingdom,Fountain of Youth,2025-05-19,6.402,498
GB,United Kingdom,Picture This,2025-03-05,6.131,134
CN,China,Ne Zha 2,2025-01-29,8.042,179
CN,China,Detective Chinatown 1900,2025-01-29,6.397,68
CN,China,Creation of the Gods II: Demon Force,2025-01-29,6.314,51
KR,South Korea,Squid Game: Making Season 2,2025-01-02,8.511,408
KR,South Korea,The King of Kings,2025-04-07,8.433,60
KR,South Korea,Lost in Starlight,2025-05-30,7.223,56
KR,South Korea,The Witcher: Sirens of the Deep,2025-02-10,6.939,197
KR,South Korea,Revelations,2025-03-20,6.4,139
