title,release_date,type,runtime,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,imdb_id
어카운턴트,2016-10-13,movie,128,"범죄, 스릴러, 드라마",,,,,Zero Gravity Management,,"prison, sniper, assassin, autism, military service, money, treasury department, sniper rifle, gunfight, loner, hand to hand combat, numbers, accountant, math genius, brother brother relationship",,,tt2140479
와일드 어웨이크닝,2016-10-23,movie,105,"드라마, 로맨스, 스릴러",,,,,Realizando Historias Films,,"murder, in the closet, gay theme",,,tt6126506
미 비포 유,2016-06-01,movie,110,"드라마, 로맨스",,,,,New Line Cinema,,"depression, small town, based on novel or book, england, artist, wheelchair, romance, love, caretaker, caregiver, disabled, valentine's day, twenty something, woman director, accident",,,tt2674426
주토피아,2016-02-11,movie,108,"애니메이션, 모험, 가족, 코미디",,,,,Walt Disney Animation Studios,,"sheep, allegory, lion, hippopotamus, cartoon, villain, bullying, polar bear, con artist, anthropomorphism, revenge, conspiracy, urban, female protagonist, rookie cop, missing person, fable, racial prejudice, injustice, reconciliation, female villain, buddy cop, stereotype, cartoon rabbit, villain arrested, discrimination, cartoon bear, cartoon animal, cartoon fox, cartoon elephant, cheerful, farcical, joyful",,,tt2948356
너의 이름은,2016-08-26,movie,106,"애니메이션, 로맨스, 드라마",,,,,CoMix Wave Films,,"high school, race against time, dreams, afterlife, natural disaster, supernatural, time travel, comet, romance, tragedy, school, body-swap, high school student, nonlinear timeline, star crossed lovers, anime, japanese high school",,,tt5311514
컨택트,2016-11-10,movie,116,"드라마, SF, 미스터리",,,,,FilmNation Entertainment,,"spacecraft, extraterrestrial technology, loss, time, alien, language, female protagonist, scientist, heartbreak, based on short story, alien contact, military, alien language, linguist, first contact, communication, linguistics, time-manipulation, determinism, time manipulation",,,tt2543164
데드풀,2016-02-09,movie,108,"액션, 모험, 코미디",,,,,20th Century Fox,,"superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger",,,tt1431045
아가씨,2016-06-01,movie,144,"스릴러, 드라마, 로맨스",,,,,Moho Film,,"jealousy, based on novel or book, library, pickpocket, con man, swindler, lesbian relationship, mansion, lust, lgbt, noblewoman, erotic thriller, con woman, 1930s, lady's maid, handmade, seducer, japanese occupation of korea, lesbian, girls love, amused, bold, comforting, excited",,,tt4016934
닥터 스트레인지,2016-10-25,movie,115,"액션, 모험, 판타지",,,,,Marvel Studios,,"magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), suspenseful",,,tt1211837
부산행,2016-07-20,movie,118,"공포, 스릴러, 액션, 모험",,,,,Next Entertainment World,,"zombie, train, survival horror, macabre, pandemic, hostile, hopeless, busan, south korea, south korea, intense, cruel, disheartening, frightened, ghoulish, zombies",,,tt5700672
라라랜드,2016-12-01,movie,127,"코미디, 드라마, 로맨스, 음악",,,,,Summit Entertainment,,"dancing, dance, jazz, musical, ambition, casting, coffee shop, jazz club, traffic jam, hollywood, los angeles, california, pianist, pier, audition, valentine's day, planetarium, aspiring actor, movie set, sunset, one woman show, pool party, griffith observatory, romantic, exuberant, tragic",,,tt3783958
핵소 고지,2016-10-07,movie,139,"드라마, 역사, 전쟁",,,,,Summit Entertainment,,"japan, hero, world war ii, abusive father, affectation, pacifism, bible, gore, vegetarian, biography, based on true story, okinawa, conscientious objector, religion, soldier, alcoholic, war hero, pacifist, medic, us military, battle of okinawa, congressional medal of honor, amused, combat medic, weaponless, seventh-day adventists",,,tt2119532
Arta,2016-10-10,movie,19,,,,,,LUCA School of Arts,,,,,
로그 원: 스타워즈 스토리,2016-12-14,movie,133,"액션, 모험, SF",,,,,Lucasfilm Ltd.,,"rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot, spin off, space opera, alien language, against the odds, blind man",,,tt3748528
컨저링 2,2016-06-08,movie,134,공포,,,,,New Line Cinema,,"london, england, england, 1970s, spirit, single mother, demon, paranormal investigation, demonic possession, ghost, christmas, valak, the conjuring universe",,,tt3065204
그레이트 월,2016-12-16,movie,103,"액션, 모험, 판타지",,,,,Legendary East,,"monster, china, archer, female soldier, historical fiction, explosion, period drama, british soldier, great wall of china, 15th century, female general, war, appreciative, bold",,,tt2034800
캡틴 아메리카: 시빌 워,2016-04-27,movie,147,"모험, 액션, SF",,,,,Marvel Studios,,"superhero, based on comic, sequel, super soldier, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), angry, superhero teamup, bitter",,,tt3498820
배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-23,movie,151,"액션, 모험, 판타지",,,,,Warner Bros. Pictures,,"superhero, based on comic, revenge, vigilante, super power, dc extended universe (dceu)",,,tt2975590
파운더,2016-11-24,movie,115,"드라마, 역사",,,,,Speedie Distribution,,"greed, ambition, biography, family business , based on true story, salesman, corporate greed, fast food, corporate power, 1950s, burger, mcdonald's",,,tt4276820
히든 피겨스,2016-12-10,movie,127,"드라마, 역사",,,,,Fox 2000 Pictures,,"nasa, mathematics, sexism, biography, racial segregation, racism, historical fiction, scientist, space race, discrimination, 1960s, space program, african american history, apologetic, arrogant, authoritarian, callous, condescending, disrespectful, earnest, frustrated",,,tt4846340
매그니피센트 7,2016-09-14,movie,133,"모험, 액션, 서부",,,,,Metro-Goldwyn-Mayer,,"remake, angry",,,tt2404435
리:본,2016-09-24,movie,101,"액션, 범죄",,,,,U'Den Flame Works,,"sniper, forest, fortress, special ops",,,tt5678110
보이카: 언디스퓨티드 파이널,2016-08-01,movie,87,"액션, 드라마, 스릴러",,,,,Nu Boyana Viburno,,"prison, sports, wife, affectation, sequel, accidental death, fighting, hostile, critical, intense, ambivalent, antagonistic, appreciative, assertive, authoritarian, complicated, conceited, defiant, disheartening, earnest, empathetic, excited, gentle",,,tt3344680
헌츠맨: 윈터스 워,2016-04-06,movie,114,"액션, 모험, 드라마",,,,,Roth Films,,"witch, strong woman, magic, fairy tale, female soldier, female empowerment, huntsman, wicked woman, live action remake",,,tt2381991
어쌔신 크리드,2016-12-21,movie,115,"액션, 모험, SF",,,,,New Regency Pictures,,"assassin, spain, assassination, chase, secret society, brotherhood, parkour, conspiracy, religion, memory, based on video game, 15th century, corporate conspiracy, genetic memory",,,tt2094766
쿵푸팬더 3,2016-01-23,movie,95,"액션, 모험, 애니메이션, 코미디, 가족",,,,,DreamWorks Animation,,"martial arts, kung fu, china, fighter, village, villain, sequel, panda, anthropomorphism, dragon, wuxia, woman director",,,tt2267968
아기 배달부 스토크,2016-09-22,movie,87,"모험, 애니메이션, 코미디, 가족",,,,,RatPac Entertainment,,"baby, villain, stork, delivery service",,,tt4624424
곡성,2016-05-12,movie,156,"공포, 미스터리",,,,,Fox International Productions,,"daughter, small town, police, investigation, exorcism, possession, murder, priest, rural area, curse, shaman, zombie, demon, shrine, occult, macabre, ghost, gluttony, shamanism, folk horror, acupuncture, divination, frightened",,,tt5215952
씽,2016-11-23,movie,108,"가족, 코미디, 음악, 애니메이션",,,,,Illumination,,"anthropomorphism, singing, flood, singing competition, illumination, brisk",,,tt3470600
패신저스,2016-12-21,movie,116,"드라마, 로맨스, SF",,,,,Columbia Pictures,,"android, spacecraft, asteroid, isolation, shower, hibernation, swimming pool, automation, space, robot, space station, lying, gravity, trapped in space, malfunction, cryonics, dramatic, celebratory, proprietary, fusion reactor",,,tt1355644
The Phoenix Tapes '97,2016-09-26,movie,67,"공포, SF, 스릴러",,,,,Phoenix Tapes Foundation,,"ufo, found footage",,,tt9036998
제이슨 본,2016-07-27,movie,123,"액션, 모험, 스릴러",,,,,The Kennedy/Marshall Company,,"assassin, central intelligence agency (cia), amnesia, casino, chase, greece, flashback, hacking, las vegas, black ops, rogue agent, aggressive, armored vehicle, reykjavík, iceland, hdd",,,tt4196776
신비한 동물사전,2016-11-16,movie,132,"판타지, 모험",,,,,Heyday Films,,"witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station, wizard, goblin, magical creature, 1920s, based on young adult novel",,,tt3183660
목소리의 형태,2016-09-17,movie,130,"애니메이션, 드라마, 로맨스",,,,,Kyoto Animation,,"high school, friendship, suicide, suicide attempt, deaf, bullying, coming of age, school, based on manga, adult animation, woman director, sign languages, shounen, anime, social anxiety, japanese high school, japanese school, serious, depressing",,,tt5323662
클로버필드 10번지,2016-03-10,movie,103,"스릴러, SF, 드라마, 공포",,,,,Bad Robot,,"kidnapping, paranoia, bunker, basement, survivalist, apocalypse, car accident, captive",,,tt1179933
트롤,2016-10-13,movie,92,"가족, 애니메이션, 판타지, 모험, 코미디, 음악",,,,,DreamWorks Animation,,"friendship, hunger, villain, musical, based on toy, troll, kids, jukebox musical",,,tt1679335
노 만체스 프리다,2016-09-02,movie,100,코미디,,,,,Videocine,,remake,,,tt5259966
발레리나,2016-12-14,movie,89,"애니메이션, 모험, 코미디, 가족",,,,,Main Journey,,"opera, dance, paris, france, flying, inventor, life's dream, ballet, orphan, statue of liberty, eiffel tower, paris, 19th century",,,tt2261287
나우 유 씨 미 2,2016-06-02,movie,129,"스릴러, 범죄",,,,,Summit Entertainment,,"prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, macau, curious, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent",,,tt3110958
잭 리처: 네버 고 백,2016-10-19,movie,118,"액션, 드라마, 스릴러, 범죄",,,,,Skydance Media,,"based on novel or book, homicide, falsely accused, opium, new orleans, louisiana, sequel, false accusations, hdd, intense, vibrant",,,tt3393786
캡틴 판타스틱,2016-07-08,movie,119,"모험, 드라마",,,,,Electric City Entertainment,,"parent child relationship, new mexico, socialism, wilderness, melancholy, road trip, family relationships, survivalist, homeschooling, in-laws, mental illness, death of mother, washington state, bohemian, school bus, isolated house, naturalist, off the grid, death of wife, calm, social isolation, noam chomsky, living off the grid, pacific northwest",,,tt3553976
바이러스,2016-02-18,movie,86,"드라마, 공포, SF",,,,,IM Global Octane,,"quarantine, sister, outbreak, family, parasite, disdainful, foreboding, frightened",,,tt2597892
엑스맨: 아포칼립스,2016-05-18,movie,145,"액션, 모험, SF, 판타지",,,,,The Donners' Company,,"hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s, appreciative",,,tt3385516
아래층 사람들,2016-06-23,movie,115,"드라마, 미스터리, 범죄, 공포",,,,,Amazing Film Studio,,,,,tt5735582
내 친구의 엄마,2016-10-12,movie,78,로맨스,,,,,,,softcore,,,tt7360646
설리: 허드슨강의 기적,2016-09-07,movie,96,"드라마, 역사",,,,,Malpaso Productions,,"rescue, new york city, airplane, investigation, pilot, based on true story, emergency landing, flight, aviation, airplane accident, based on memoir or autobiography, bird attack, hudson river, duringcreditsstinger, dramatic",,,tt3263904
సుప్రీమ్,2016-05-05,movie,142,"로맨스, 액션, 코미디",,,,,Sri Venkateswara Creations,,,,,tt5701082
더 위치,2016-02-19,movie,87,"공포, 판타지, 드라마",,,,,Very Special Projects,,"witch, isolation, magic, possession, black magic, older woman seduces younger guy, new hampshire, woods, goat, puritan, religion, crying, false accusations, witchcraft, new england, praying, 17th century, folk horror, evil force, english colony, callous, foreboding",,,tt4263482
정글북,2016-04-07,movie,121,"가족, 모험, 드라마, 판타지",,,,,Walt Disney Pictures,,"based on novel or book, snake, elephant, wolf, tiger, feral child, anthropomorphism, remake, jungle, bear, orphan, ape, monkey, animals, talking to animals, live action and animation, live action remake, clinical",,,tt3040964
워 독,2016-08-18,movie,114,"코미디, 범죄, 드라마",,,,,The Mark Gordon Company,,"corruption, smuggling (contraband), iraq, rise and fall, drugs, american exceptionalism",,,tt2005151
제인 도,2016-12-21,movie,86,"공포, 미스터리",,,,,IM Global,,"parent child relationship, supernatural, crematorium, autopsy, morgue, murder, bell, corpse, thunderstorm, coroner, pathologist, autopsy room, elevator, cause of death, ax",,,tt3289956
도리를 찾아서,2016-06-16,movie,97,"모험, 애니메이션, 코미디, 가족",,,,,Pixar,,"fish, amnesia, octopus, sequel, anthropomorphism, underwater, aftercreditsstinger, clownfish",,,tt2277860
아이스 에이지: 지구 대충돌,2016-06-23,movie,95,"모험, 애니메이션, 가족, 코미디, SF",,,,,Blue Sky Studios,,"fire, fireworks, mammoth, sequel, prehistory, singing, critically bashed, cavemen, meteor crash",,,tt3416828
워크래프트: 전쟁의 서막,2016-05-25,movie,122,"액션, 모험, 판타지",,,,,Legendary Pictures,,"orcs, elves, magic, portal, betrayal, world of warcraft, king, guardian, based on video game, wizard, chieftain, fictional language, warrior, clans, horde, live action and animation, muscles, warcraft, sword and sorcery, mage, dwarves, fictional world, gryphon, evil sorcerer, draining souls",,,tt0803096
크리미널,2016-04-07,movie,111,"액션, 범죄, SF",,,,,BenderSpink,,"mission, central intelligence agency (cia), robbery, prisoner, undercover, london underground, memory, terrorism, brutality, convict, interrogation, implant, manhunt",,,tt3014866
13시간,2016-01-14,movie,144,"전쟁, 액션, 역사, 드라마, 스릴러",,,,,Paramount Pictures,,"central intelligence agency (cia), based on novel or book, libya, assault rifle, mercenary, heroism, biography, based on true story, explosion, american abroad, death, u.s. ambassador",,,tt4172430
기동전사 건담 썬더볼트: 디셈버 스카이,2016-06-25,movie,69,"액션, 애니메이션, 드라마, SF, 전쟁",,,,,Bandai Namco Entertainment,,"jazz, pilot, based on comic, space, mecha, alternate history, gundam, edited from ona",,,tt6035470
우리의 20세기,2016-12-28,movie,118,드라마,,,,,Annapurna Pictures,,"parent child relationship, 1970s, balcony, feminism, punk rock, coming of age, feminist, free spirit, single mother, generation gap, santa barbara, california, mother son relationship, teenager",,,tt4385888
라이언,2016-11-24,movie,118,드라마,,,,,The Weinstein Company,,"australia, based on novel or book, adoption, affectation, biography, based on true story, india, missing child, long lost relative, tasmania, street child, dramatic, familiar",,,tt3741834
앵그리 버드 더 무비,2016-05-11,movie,97,"애니메이션, 모험, 코미디, 가족",,,,,Columbia Pictures,,"island, pig, villain, rivalry, based on video game, creature feature, duringcreditsstinger, anger management, animal kingdom, bird, creature comedy, action",,,tt1985949
갓 오브 이집트,2016-02-25,movie,127,"액션, 모험, 판타지",,,,,Thunder Road,,"rescue, egypt, fight, nile, mythology, god, thief, desert, ancient egypt, egyptian mythology, myth",,,tt2404233
더 보이,2016-01-22,movie,97,"공포, 미스터리, 스릴러",,,,,Lakeshore Entertainment,,"mask, suicide, fire, england, loss of loved one, shower, country house, nanny, murder, mansion, doll, burn victim, secret passageway, broken mirror",,,tt3882082
메카닉: 리크루트,2016-08-25,movie,98,"액션, 범죄, 스릴러",,,,,Davis Films,,"assassin, sequel, murder, mechanic, killer, around the world",,,tt3522806
소시지 파티,2016-07-11,movie,83,"모험, 애니메이션, 코미디, 판타지",,,,,Columbia Pictures,,"supermarket, parody, anthropomorphism, sausage, food, adult animation, grocery store, sex party, gum",,,tt1700841
Le Clitoris,2016-06-18,movie,4,"애니메이션, 다큐멘터리",,,,,Mel Hoppenheim School of Cinema,,"sex education, female sexuality, short film",,,tt7103560
닌자터틀: 어둠의 히어로,2016-06-01,movie,112,"액션, 모험, 코미디, 가족, SF",,,,,5150 Action,,"sibling relationship, turtle, based on comic, sequel, ninja, rat, bebop and rocksteady",,,tt3949660
엄마친구 2,2016-09-01,movie,92,로맨스,,,,,,,softcore,,,tt11772768
미스 페레그린과 이상한 아이들의 집,2016-09-27,movie,127,"판타지, 모험, 드라마, 가족, 스릴러",,,,,Chernin Entertainment,,"wales, children's home, shapeshifting, falcon, time travel, orphan, super power, nostalgic, 1940s, based on young adult novel",,,tt1935859
수어사이드 스쿼드,2016-08-03,movie,122,"액션, 모험, 판타지",,,,,Warner Bros. Pictures,,"secret mission, superhero, anti hero, villain, supervillain, dc extended universe (dceu)",,,tt1386697
마이 리틀 자이언트,2016-06-01,movie,117,"모험, 가족, 판타지",,,,,Walt Disney Pictures,,"london, england, england, queen, little girl, orphan, cannibal, based on children's book, giant, candid, evil brother, live action remake, comforting",,,tt3691740
스타 트렉: 비욘드,2016-07-07,movie,122,"액션, 모험, SF",,,,,Skydance Media,,"spacecraft, sequel, stranded, hatred, lgbt, space opera, gay theme",,,tt2660888
인디펜던스 데이: 리써전스,2016-06-22,movie,120,"액션, 모험, SF",,,,,20th Century Fox,,"alien, alien invasion",,,tt1628841
문라이트,2016-10-21,movie,111,드라마,,,,,A24,,"drug dealer, high school, florida, drug abuse, parent child relationship, fight, drug addiction, ghetto, restaurant, coming of age, male homosexuality, lgbt, addict, masculinity, black lgbt, loving, gay theme, boys' love (bl), melodramatic",,,tt4975722
거울나라의 앨리스,2016-05-25,movie,112,"모험, 가족, 판타지",,,,,Legend3D,,"based on novel or book, clock, queen, sequel, dark fantasy, aftercreditsstinger, duringcreditsstinger, insecure, mad hatter, live action remake, demeaning, derogatory, disdainful, disgusted, disheartening",,,tt2567026
맨체스터 바이 더 씨,2016-11-17,movie,138,드라마,,,,,Pearl Street Films,,"funeral, boston, massachusetts, brother, boat, sadness, massachusetts, loss, dysfunctional family, grief, hospital, house fire, death, nephew, ex-wife, nonlinear timeline, mental health, ex-husband ex-wife relationship, legal guardian, dysfunctional life, depressed, tragic",,,tt4034228
고스트버스터즈,2016-07-14,movie,116,"액션, 판타지, 코미디",,,,,Ghost Corps,,"female friendship, ghost hunting, reboot, ghost",,,tt1289401
젊은엄마: 디 오리지널,2016-06-23,movie,84,"드라마, 로맨스",,,,,Golden Tide Pictures,,"softcore, complicated relationships",,,
센트럴 인텔리전스,2016-06-16,movie,114,"액션, 코미디",,,,,New Line Cinema,,"central intelligence agency (cia), espionage, spy, secret agent, high school reunion, reconnect, accountant, radical transformation, high school classmates, glory days",,,tt1489889
맨 인 더 다크,2016-06-08,movie,88,"공포, 스릴러",,,,,Screen Gems,,"kidnapping, thief, blind, held captive, break in, blind man, trapped in a house",,,tt4160708
겟 썸 3,2016-06-07,movie,101,"드라마, 액션",,,,,Stage 6 Films,,"martial arts, sports, fight, training, champion",,,tt4790268
더 퍼지: 심판의 날,2016-06-29,movie,105,"액션, 공포, 스릴러",,,,,Why Not Productions,,"dystopia, sequel, calvary, legalized murder, attack on politician, military attack",,,tt4094724
언더월드: 블러드 워,2016-11-24,movie,91,"판타지, 액션, 스릴러, SF",,,,,Lakeshore Entertainment,,"martial arts, sword, vampire, hybrid, ambition, sequel, betrayal, conspiracy, werewolf, gothic, uzi, dark fantasy, woman director, urban gothic, assertive, ominous",,,tt3717252
나이스 가이즈,2016-05-15,movie,116,"코미디, 범죄, 액션",,,,,Silver Pictures,,"daughter, pornography, detective, 1970s, investigation, alcoholism, private investigator, conspiracy, whodunit, alcoholic, buddy cop, private eye, neo-noir, father daughter relationship, lighthearted, hilarious, amused, earnest, vibrant",,,tt3799694
제5침공,2016-01-14,movie,112,"SF, 모험, 액션",,,,,LStar Capital,,"based on novel or book, dystopia, alien, alien invasion, human subjugation, environmental disaster, based on young adult novel",,,tt2304933
하드 타겟 2,2016-07-14,movie,104,"액션, 스릴러",,,,,Living Films,,"hunting human beings, sequel, mixed martial arts (mma), jungle, retired, human prey, union of myanmar (burma)",,,tt5241578
착한 여비서의 목적,2016-05-20,movie,71,"로맨스, 드라마",,,,,,,"secretary, softcore",,,
런던 해즈 폴른,2016-03-02,movie,98,"액션, 스릴러",,,,,Millennium Media,,"london, england, usa president, terrorism, political assassination, terrorist attack",,,tt3300542
신 고질라,2016-07-29,movie,120,"액션, SF, 공포",,,,,Toho Pictures,,"japan, monster, bureaucracy, politics, giant monster, nuclear radiation, political incompetence, tokyo, japan, destruction, reboot, kaiju, hopeless, satirical, political turmoil, human made disaster, godzilla, nuclear disaster, us japan relations, tokusatsu, intense",,,tt4262980
다이버전트 시리즈: 얼리전트,2016-03-09,movie,121,"모험, SF, 액션, 미스터리",,,,,Mandeville Films,,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",,,tt3410834
브림스톤,2016-03-12,movie,148,"스릴러, 서부",,,,,Illusion Film,,"suicide, prostitute, rape, gun, obsession, villain, mute, religion, brutality, church, religious fundamentalism, cowboy, misogyny, retribution, reverend, sign languages, abuse",,,tt1895315
블러드 파더,2016-08-11,movie,88,"액션, 스릴러, 드라마",,,,,Wild Bunch,,"drug dealer, trailer park, parent child relationship, on the run, teenage girl, desert, family reunion, alcoholic, ex-con, tattoo artist, mexican cartel, biker gang",,,tt3647498
XXXXXXX,2016-09-01,movie,13,다큐멘터리,,,,,,,,,,tt6211764
인페르노,2016-10-13,movie,121,"미스터리, 스릴러, 액션",,,,,Columbia Pictures,,"amnesia, based on novel or book, italy, europe, sequel, murder, conspiracy, religion, church, virus, symbology",,,tt3062096
젊은 형부,2016-10-11,movie,75,드라마,,,,,,,"softcore, complicated relationships",,,
Mi prima la sexóloga,2016-07-20,movie,104,"코미디, 드라마",,,,,Miguel Chavez & Asoc.,,"eroticism, psychology, cousin, cousin relationship, sexual education, erotic comedy",,,tt6133412
바스티유 데이,2016-04-22,movie,92,액션,,,,,StudioCanal,,"central intelligence agency (cia), france, bomb, bank, intelligence agency, terrorism, counter intelligence, french police",,,tt2368619
걸 온 더 트레인,2016-10-05,movie,112,"범죄, 드라마, 미스터리, 스릴러",,,,,Reliance Entertainment,,"infidelity, new york city, amnesia, based on novel or book, obsession, homicide, blackout, alcoholism, flashback, confusion, memory loss, domestic abuse, disappearance, female protagonist, psychological thriller, train, divorcee, missing person, police investigation, ex-husband ex-wife relationship, unreliable narrator, voyeurism, abuse, alcoholics anonymous",,,tt3631112
럭키,2016-10-13,movie,112,"액션, 코미디, 범죄",,,,,Yong Film,,"amnesia, hitman, remake, misunderstanding, stolen identity, identity swap, skilled killer",,,tt6175078
모아나,2016-10-13,movie,107,"모험, 코미디, 가족, 애니메이션",,,,,Walt Disney Pictures,,"sailboat, sea, island, saving the world, ocean, cartoon, mythology, villain, musical, curse, sailor, aftercreditsstinger, demigod, polynesia, voyage, curious, pacific  ocean, quest, island life, animal sidekick, amused, vibrant",,,tt3521164
아이 엠 어 히어로,2016-04-23,movie,127,"액션, 공포, 드라마",,,,,TOHO,,"japan, zombie, based on manga, epidemic, zombie apocalypse, comic strip artist",,,tt3775202
술탄,2016-07-06,movie,143,"드라마, 액션, 로맨스",,,,,Yash Raj Films,,"sports, wrestling",,,tt4832640
허쉬,2016-03-12,movie,81,"공포, 스릴러",,,,,Intrepid Pictures,,"computer, isolation, deaf-mute, deaf, knife, alone, murder, mute, serial killer, stabbing, cat and mouse, trapped, bow and arrow, iphone",,,tt5022702
변태정력왕: 투명인간의 탄생,2016-09-02,movie,74,,,,,,Takeshobo,,,,,
젊은 엄마 4,2016-04-28,movie,83,로맨스,,,,,,,softcore,,,tt12945368
판도라,2016-12-07,movie,136,"스릴러, 드라마, 액션",,,,,Next Entertainment World,,"small town, corruption, panic, earthquake, nuclear power plant, tragedy, disaster, explosion, tearjerker, nuclear fallout, nuclear catastrophe, busan, south korea, south korea",,,tt6302160
내 이웃의 아내,2016-07-28,movie,80,"로맨스, 드라마",,,,,,,softcore,,,
고스트 워,2016-12-09,movie,109,"SF, 스릴러, 액션",,,,,Mid Atlantic Films,,"supernatural, military",,,tt2106651
킬 커맨드: 드론의 습격,2016-05-13,movie,99,"액션, 공포, SF, 스릴러",,,,,Bandito,,"man vs machine, artificial intelligence (a.i.), technology, killer robot, dystopia, forest, woods, robot, implant, prototype, evil robot, facility, android horror",,,tt2667380
지랄발광 17세,2016-11-18,movie,102,"코미디, 드라마",,,,,Tang Media Productions,,"high school, friendship, sibling relationship, portland, oregon, coming of age, teen angst, loneliness, teenage girl, best friend, dating, woman director, generation z",,,tt1878870
라이트 아웃,2016-07-21,movie,81,공포,,,,,New Line Cinema,,"suicide, sibling relationship, darkness, supernatural, paranormal phenomena, basement, parenthood, mental illness, fear of the dark, ghost, jump scare, based on short",,,tt4786282
오 마이 그랜파,2016-01-20,movie,100,코미디,,,,,Covert Media,,"funeral, golf, grandfather, road trip, crude humor, retired, pervert, army general, spring break, law firm, fiancé fiancée relationship, sex comedy, mini cooper, engaged couple, death of wife, imminent wedding, malicious, moving, grandfather grandson relationship, corporate lawyer, death of grandmother, boca raton, florida, ridiculous",,,tt1860213
당갈,2016-12-21,movie,161,"드라마, 가족, 코미디",,,,,Aamir Khan Productions,,"small town, strong woman, sports, parent child relationship, empowerment, abusive father, feminism, wrestling, training, biography, autobiography, domestic abuse, fighting, womanhood, endurance, woman vs woman fight, female empowerment, determination, strength training, overcoming fears, father daughter relationship",,,tt5074352
まいちゃんの日常,2016-02-25,movie,63,공포,,,,,Earth Gate,,"fetishism, gore, maid, based on manga, master, french maid, grotesque, remote location, blood",,,tt5627260
미라클 프롬 헤븐,2016-03-17,movie,109,"가족, 드라마",,,,,Columbia Pictures,,"based on novel or book, parent child relationship, prayer, christianity, miracle, based on true story, neighbor, hospital, woman director, incurable disease, accident, religious community, faith family",,,tt4257926
와일드,2016-04-29,movie,170,"드라마, 로맨스",,,,,Aatpat Production,,"melancholy, blunt, candid, playful, intimate, sentimental, hilarious, romantic, awestruck, baffled, compassionate, complicated, defiant, straightforward",,,tt5312232
폴른: 추락천사,2016-11-10,movie,91,"드라마, 판타지, 로맨스",,,,,Apex Entertainment,,"based on novel or book, fallen angel, reform school, based on young adult novel",,,tt1564777
언더 워터,2016-06-24,movie,86,"공포, 드라마, 스릴러",,,,,Columbia Pictures,,"surfing, surfer, island, mexico, shark attack, animal attack, coral reef, survival, wounded, creature, young woman, shark, great white shark, trapped, predator turns victim, killer shark, buoy, human prey, animal horror, secluded beach, loss of mother, bloody death, tides, survival skills, survival film, gopro, stranded at sea",,,tt4052882
Kötü Kedi Şerafettin,2016-02-05,movie,86,"코미디, 애니메이션, 액션",,,,,Kare Kare Film,,talking cat,,,tt4695548
딥워터 호라이즌,2016-09-28,movie,107,"드라마, 액션",,,,,Summit Entertainment,,"rescue, sea, post-traumatic stress disorder (ptsd), based on true story, disaster, explosion, oil spill, trapped, oil rig , disaster movie, gulf of mexico, bp, intense, melodramatic",,,tt1860357
패트리어트 데이,2016-12-12,movie,133,"액션, 범죄, 드라마, 역사, 스릴러",,,,,TIK Films,,"boston, massachusetts, massachusetts, police chief, terrorism, reflective, manhunt, boston marathon",,,tt4572514
스나이퍼: 고스트 슈터,2016-08-02,movie,100,"액션, 드라마, 전쟁",,,,,UFO International Productions,,"sniper, mission, gas, gun, shooter, battle, security, killed, elite sniper, ghost shooter, breach",,,tt5090828
레전드 오브 타잔,2016-06-29,movie,109,"판타지, 액션, 모험",,,,,Village Roadshow Pictures,,"africa, animal attack, feral child, tarzan, jungle",,,tt0918940
쿠보와 전설의 악기,2016-08-18,movie,102,"애니메이션, 모험, 가족",,,,,Laika,,"japan, samurai, magic, forgiveness, stop motion, storytelling, origami, feudal japan, mother son relationship",,,tt4302938
녹터널 애니멀스,2016-11-04,movie,116,"드라마, 스릴러",,,,,Fade to Black,,"based on novel or book, cheating, parent child relationship, hostage, insomnia, flashback, revenge, murder, cancer, writer, overbearing mother, art, novelist, ex-husband ex-wife relationship, carjacking, story within the story, sexual assault, abortion, art exhibition, ambiguity, ambiguous, ambivalent",,,tt4550098
로스트 인 더스트,2016-08-11,movie,103,"서부, 범죄, 드라마",,,,,Sidney Kimmel Entertainment,,"brother, texas, bank robber, road trip, gun battle, police officer killed, criminal, held at gunpoint, car fire, cowboy, small western town, neo-western, divorced father, bullet hole, audacious",,,tt2582782
러시아 엄마,2016-07-28,movie,89,"드라마, 로맨스",,,,,,,softcore,,,tt18286348
정사: 결혼 말고 연애,2016-04-19,movie,109,드라마,,,,,,,softcore,,,
나쁜 이웃들 2,2016-05-04,movie,92,코미디,,,,,Perfect World Pictures,,"alcohol, college, sequel, sorority, neighbor, family, fraternity, bathroom humor",,,tt4438848
